QuestionId_Answer,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,QuestionText,Answer,AnswerText,Correct,CorrectAnswer,CorrectAnswerText,FirstSubjectId,FirstSubjectName,SecondSubjectId,SecondSubjectName,ThirdSubjectId,ThirdSubjectName,MisconceptionId
295_C,295,981,"Given a positive x value, find the corresponding y value for curves in the form y = x² + c",265,Plotting Quadratics from Tables of Values,"This is a part of the table of values for the equation
\(
y=x^{2}-1
\) \begin{tabular}{|c|c|}
\hline\( x \) & \( 5 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) \\
\hline
\end{tabular} What should replace the star?",C,\( 16 \),0,A,\( 24 \),49,Algebra,55,Quadratic Graphs,265,Plotting Quadratics from Tables of Values,2532.0
296_B,296,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,"Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What total should replace the square? \( \begin{array}{l} \frac{ ?\pm \sqrt{9-(-40)}}{?} \\ = \frac{ ?\pm \sqrt{\square}}{?} \end{array} \)",B,\( -49 \),0,C,\( 49 \),119,Advanced Pure,451,Roots of Polynomials,452,Quadratic Equations,1135.0
296_D,296,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,"Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What total should replace the square? \( \begin{array}{l} \frac{ ?\pm \sqrt{9-(-40)}}{?} \\ = \frac{ ?\pm \sqrt{\square}}{?} \end{array} \)",D,\( -31 \),0,C,\( 49 \),119,Advanced Pure,451,Roots of Polynomials,452,Quadratic Equations,2566.0
297_A,297,2352,Use common conventions for labelling the sides of shapes,88,Properties of Quadrilaterals,"Which of the following is a correct way to describe the highlighted side of this shape? ![A  4 sided shape with two pairs of parallel sides. Each vertex (corner) is labelled with a letter. The bottom right is S, the bottom left is P, the top left is Q and the top right is R. The side joining P and Q is highlighted in red.]()",A,\( Q \),0,D,\( Q P \),71,Geometry and Measure,174,2D Names and Properties of Shapes,88,Properties of Quadrilaterals,1393.0
297_B,297,2352,Use common conventions for labelling the sides of shapes,88,Properties of Quadrilaterals,"Which of the following is a correct way to describe the highlighted side of this shape? ![A  4 sided shape with two pairs of parallel sides. Each vertex (corner) is labelled with a letter. The bottom right is S, the bottom left is P, the top left is Q and the top right is R. The side joining P and Q is highlighted in red.]()",B,P,0,D,\( Q P \),71,Geometry and Measure,174,2D Names and Properties of Shapes,88,Properties of Quadrilaterals,1393.0
297_C,297,2352,Use common conventions for labelling the sides of shapes,88,Properties of Quadrilaterals,"Which of the following is a correct way to describe the highlighted side of this shape? ![A  4 sided shape with two pairs of parallel sides. Each vertex (corner) is labelled with a letter. The bottom right is S, the bottom left is P, the top left is Q and the top right is R. The side joining P and Q is highlighted in red.]()",C,QPRS,0,D,\( Q P \),71,Geometry and Measure,174,2D Names and Properties of Shapes,88,Properties of Quadrilaterals,1790.0
298_C,298,1281,"Multiply algebraic terms, involving non-linear versions of different letters (e.g. 4a2 x 5ab)",247,Laws of Indices,\( 5 p^{2} \times 2 p q \equiv \),C,\( 7 p^{3} q \),0,B,\( 10 p^{3} q \),32,Number,40,"Indices, Powers and Roots",247,Laws of Indices,2085.0
298_D,298,1281,"Multiply algebraic terms, involving non-linear versions of different letters (e.g. 4a2 x 5ab)",247,Laws of Indices,\( 5 p^{2} \times 2 p q \equiv \),D,Does not simplify,0,B,\( 10 p^{3} q \),32,Number,40,"Indices, Powers and Roots",247,Laws of Indices,346.0
299_A,299,162,Interpret and carry out mental division using a bar model,204,Mental Multiplication and Division,"Tom and Katie are discussing this bar model ![A comparison bar model showing 188 is the same as four lots of 47]() Tom uses the bar model to write:
\[
188 \div 4=47
\] Katie uses the bar model to write:
\[
188 \div 47=4
\] Who do you agree with?",A,Only Tom,0,C,Both Tom and Katie,32,Number,144,Basic Arithmetic,204,Mental Multiplication and Division,1839.0
299_B,299,162,Interpret and carry out mental division using a bar model,204,Mental Multiplication and Division,"Tom and Katie are discussing this bar model ![A comparison bar model showing 188 is the same as four lots of 47]() Tom uses the bar model to write:
\[
188 \div 4=47
\] Katie uses the bar model to write:
\[
188 \div 47=4
\] Who do you agree with?",B,Only Katie,0,C,Both Tom and Katie,32,Number,144,Basic Arithmetic,204,Mental Multiplication and Division,1839.0
299_D,299,162,Interpret and carry out mental division using a bar model,204,Mental Multiplication and Division,"Tom and Katie are discussing this bar model ![A comparison bar model showing 188 is the same as four lots of 47]() Tom uses the bar model to write:
\[
188 \div 4=47
\] Katie uses the bar model to write:
\[
188 \div 47=4
\] Who do you agree with?",D,Neither is correct,0,C,Both Tom and Katie,32,Number,144,Basic Arithmetic,204,Mental Multiplication and Division,1839.0
300_A,300,414,Order fractions whose denominators are multiples of the same number ,102,"Averages (mean, median, mode) from a List of Data","\begin{tabular}{llllll}
\( \frac{2}{10} \) & \( \frac{9}{50} \) & \( \frac{9}{20} \) & \( 0.21 \) & \( \frac{1}{5} \) & \( \frac{19}{100} \) \\
\hline
\end{tabular} Which value is the outlier in this set of data?",A,\( \frac{2}{10} \),0,D,\( \frac{9}{20} \),101,Data and Statistics,338,Data Processing,102,"Averages (mean, median, mode) from a List of Data",758.0
300_B,300,414,Order fractions whose denominators are multiples of the same number ,102,"Averages (mean, median, mode) from a List of Data","\begin{tabular}{llllll}
\( \frac{2}{10} \) & \( \frac{9}{50} \) & \( \frac{9}{20} \) & \( 0.21 \) & \( \frac{1}{5} \) & \( \frac{19}{100} \) \\
\hline
\end{tabular} Which value is the outlier in this set of data?",B,\( \frac{19}{100} \),0,D,\( \frac{9}{20} \),101,Data and Statistics,338,Data Processing,102,"Averages (mean, median, mode) from a List of Data",197.0
300_C,300,414,Order fractions whose denominators are multiples of the same number ,102,"Averages (mean, median, mode) from a List of Data","\begin{tabular}{llllll}
\( \frac{2}{10} \) & \( \frac{9}{50} \) & \( \frac{9}{20} \) & \( 0.21 \) & \( \frac{1}{5} \) & \( \frac{19}{100} \) \\
\hline
\end{tabular} Which value is the outlier in this set of data?",C,\( 0.21 \),0,D,\( \frac{9}{20} \),101,Data and Statistics,338,Data Processing,102,"Averages (mean, median, mode) from a List of Data",758.0
301_A,301,1743,Find missing angles using angles around a point,181,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the size of angle \( x \) ? ![Angles around a point, split into 2 parts. One is labelled 310 degrees and the other x.]()",A,\( 310^{\circ} \),0,B,\( 50^{\circ} \),71,Geometry and Measure,74,Angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",415.0
301_C,301,1743,Find missing angles using angles around a point,181,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the size of angle \( x \) ? ![Angles around a point, split into 2 parts. One is labelled 310 degrees and the other x.]()",C,\( 90^{\circ} \),0,B,\( 50^{\circ} \),71,Geometry and Measure,74,Angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",2334.0
301_D,301,1743,Find missing angles using angles around a point,181,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the size of angle \( x \) ? ![Angles around a point, split into 2 parts. One is labelled 310 degrees and the other x.]()",D,\( 45^{\circ} \),0,B,\( 50^{\circ} \),71,Geometry and Measure,74,Angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",829.0
302_A,302,1614,Simplify an algebraic fraction by factorising both the numerator and denominator,1077,Simplifying Algebraic Fractions,"Write the following as simply as possible:
\(
\frac{(x+3)(x+5)}{(x+3)(x+10)}
\)",A,\( \frac{x+1}{x+2} \),0,B,\( \frac{x+5}{x+10} \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,1610.0
302_C,302,1614,Simplify an algebraic fraction by factorising both the numerator and denominator,1077,Simplifying Algebraic Fractions,"Write the following as simply as possible:
\(
\frac{(x+3)(x+5)}{(x+3)(x+10)}
\)",C,\( \frac{x^{2}+8 x+15}{x^{2}+13 x+30} \),0,B,\( \frac{x+5}{x+10} \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,792.0
303_A,303,2282,Calculate the surface area of a cuboid where the dimensions are given in the same units,188,Surface Area of Prisms,"Which of the following calculations would give you the total surface area of this cuboid in \( \mathrm{cm}^{2} \) ? ![A cuboid. The height is 4cm, the depth is 3cm and the width is 6cm.]()",A,\( (6 \times 4)+(6 \times 3)+(4 \times 3) \),0,D,\( [(6 \times 4)+(6 \times 3)+(4 \times 3)] \times 2 \),71,Geometry and Measure,100,Volume and Surface Area,188,Surface Area of Prisms,2056.0
303_B,303,2282,Calculate the surface area of a cuboid where the dimensions are given in the same units,188,Surface Area of Prisms,"Which of the following calculations would give you the total surface area of this cuboid in \( \mathrm{cm}^{2} \) ? ![A cuboid. The height is 4cm, the depth is 3cm and the width is 6cm.]()",B,\( 6 \times 4 \times 3 \),0,D,\( [(6 \times 4)+(6 \times 3)+(4 \times 3)] \times 2 \),71,Geometry and Measure,100,Volume and Surface Area,188,Surface Area of Prisms,648.0
303_C,303,2282,Calculate the surface area of a cuboid where the dimensions are given in the same units,188,Surface Area of Prisms,"Which of the following calculations would give you the total surface area of this cuboid in \( \mathrm{cm}^{2} \) ? ![A cuboid. The height is 4cm, the depth is 3cm and the width is 6cm.]()",C,\( (6 \times 4) \times(6 \times 3) \times(4 \times 3) \),0,D,\( [(6 \times 4)+(6 \times 3)+(4 \times 3)] \times 2 \),71,Geometry and Measure,100,Volume and Surface Area,188,Surface Area of Prisms,2056.0
304_A,304,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,"\[
1+2 \times(3-4)=
\]

Which calculation should you do first?",A,\( 1+2 \),0,C,\( 3-4 \),32,Number,144,Basic Arithmetic,33,BIDMAS,1507.0
304_B,304,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,"\[
1+2 \times(3-4)=
\]

Which calculation should you do first?",B,\( 2 \times 3 \),0,C,\( 3-4 \),32,Number,144,Basic Arithmetic,33,BIDMAS,2488.0
304_D,304,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,"\[
1+2 \times(3-4)=
\]

Which calculation should you do first?",D,It doesn't matter: you get the same answer,0,C,\( 3-4 \),32,Number,144,Basic Arithmetic,33,BIDMAS,2532.0
305_A,305,1466,"Solve one-step linear equations requiring multiplication or division, involving positive fractions",64,Linear Equations,"Solve the equation:
\(
5 p=\frac{1}{10}
\)",A,\( p=\frac{1}{2} \),0,D,\( p=\frac{1}{50} \),49,Algebra,154,Solving Equations,64,Linear Equations,1214.0
306_A,306,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,"Problem P: \( 4-5+6= \)
Problem Q: \( 4+5 \times 6= \)

Which calculation should you do first in each problem?",A,"Problem P: \( 4-5 \)
Problem Q: \( 4+5 \)",0,B,"Problem P: \( 4-5 \)
Problem Q: \( 5 \times 6 \)",32,Number,144,Basic Arithmetic,33,BIDMAS,1507.0
306_C,306,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,"Problem P: \( 4-5+6= \)
Problem Q: \( 4+5 \times 6= \)

Which calculation should you do first in each problem?",C,"Problem P: \( 5+6 \)
Problem Q: \( 4+5 \)",0,B,"Problem P: \( 4-5 \)
Problem Q: \( 5 \times 6 \)",32,Number,144,Basic Arithmetic,33,BIDMAS,1516.0
306_D,306,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,"Problem P: \( 4-5+6= \)
Problem Q: \( 4+5 \times 6= \)

Which calculation should you do first in each problem?",D,"Problem P: \( 5+6 \)
Problem Q: \( 5 \times 6 \)",0,B,"Problem P: \( 4-5 \)
Problem Q: \( 5 \times 6 \)",32,Number,144,Basic Arithmetic,33,BIDMAS,2306.0
307_B,307,1107,Use the nth term rule of an ascending integer linear sequence to test whether a term belongs in the sequence or not,171,Linear Sequences (nth term),"Eliza is trying to work out if \( 82 \) is a term in the sequence \( 3 n+1 \)

Below is her working out. What conclusion should Eliza draw?

 \( \begin{aligned} 3 n+1 & =82 \\ 3 n & =81 \\ n & =27\end{aligned} \)",B,\( 27 \) is in the sequence and is the \( 82^{\text {nd }} \) term,0,A,\( 82 \) is in the sequence and is the \( 27^{\text {th }} \) term,49,Algebra,61,Sequences,171,Linear Sequences (nth term),2220.0
307_C,307,1107,Use the nth term rule of an ascending integer linear sequence to test whether a term belongs in the sequence or not,171,Linear Sequences (nth term),"Eliza is trying to work out if \( 82 \) is a term in the sequence \( 3 n+1 \)

Below is her working out. What conclusion should Eliza draw?

 \( \begin{aligned} 3 n+1 & =82 \\ 3 n & =81 \\ n & =27\end{aligned} \)",C,\( 82 \) is not in the sequence because \( 27 \) is an integer,0,A,\( 82 \) is in the sequence and is the \( 27^{\text {th }} \) term,49,Algebra,61,Sequences,171,Linear Sequences (nth term),469.0
307_D,307,1107,Use the nth term rule of an ascending integer linear sequence to test whether a term belongs in the sequence or not,171,Linear Sequences (nth term),"Eliza is trying to work out if \( 82 \) is a term in the sequence \( 3 n+1 \)

Below is her working out. What conclusion should Eliza draw?

 \( \begin{aligned} 3 n+1 & =82 \\ 3 n & =81 \\ n & =27\end{aligned} \)",D,Eliza's method does not answer this question,0,A,\( 82 \) is in the sequence and is the \( 27^{\text {th }} \) term,49,Algebra,61,Sequences,171,Linear Sequences (nth term),1354.0
308_A,308,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,"Simplify the following, if possible: \( \frac{t^{2}+2 t+1}{t+1} \)",A,\( t+2 \),0,B,\( t+1 \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,891.0
